"Name","Address","City","Zip","lat","lon","Cuisines","Rating","Votes","Price","url"
"Revel + Roost","242 Forbes Ave,Pittsburgh, PA 15222","Pittsburgh","15222","40.4402411320264","-80.0016349497375","Bars, Breakfast & Brunch, American (New)","3.5","172","$$","https://www.yelp.com/biz/revel-roost-pittsburgh-6?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Or, The Whale","463 Blvd of the Allies,Pittsburgh, PA 15219","Pittsburgh","15219","40.4372763","-79.9985072","Seafood, Bars","4.0","104","$$","https://www.yelp.com/biz/or-the-whale-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Willow Restaurant","634 Camp Horne Rd,Pittsburgh, PA 15237","Pittsburgh","15237","40.5210099","-80.07652","American (New)","4.0","126","$$","https://www.yelp.com/biz/willow-restaurant-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Beer Emporium","302 S Saint Clair St,Pittsburgh, PA 15206","Pittsburgh","15206","40.45998","-79.93084","Belgian, Pubs, Sandwiches","3.5","171","$$","https://www.yelp.com/biz/beer-emporium-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Angkor Restaurant","2350 Noblestown Rd,Pittsburgh, PA 15205","Pittsburgh","15205","40.42746","-80.05575","Cambodian, Thai","4.0","103","$$","https://www.yelp.com/biz/angkor-restaurant-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Pallantia Tapas de España","810 Ivy St,Pittsburgh, PA 15232","Pittsburgh","15232","40.4512138366699","-79.9322814941406","Bars, Spanish, Tapas Bars","4.0","94","$$","https://www.yelp.com/biz/pallantia-tapas-de-espa%C3%B1a-pittsburgh-3?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"The Abbey on Butler Street","4635 Butler St,Pittsburgh, PA 15201","Pittsburgh","15201","40.47381","-79.95838","Bars, Cafes, American (New)","3.5","182","$$","https://www.yelp.com/biz/the-abbey-on-butler-street-pittsburgh-2?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"La Feria","5527 Walnut St,Pittsburgh, PA 15232","Pittsburgh","15232","40.45171","-79.93283","Latin American, Peruvian","4.0","89","$$","https://www.yelp.com/biz/la-feria-pittsburgh-2?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Peppi's","1721 Penn Ave,Pittsburgh, PA 15222","Pittsburgh","15222","40.45023","-79.98565","Burgers","4.0","71","$","https://www.yelp.com/biz/peppis-pittsburgh-4?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Bella Notte","1914 Penn Ave,Pittsburgh, PA 15222","Pittsburgh","15222","40.4508375","-79.9839077","Pizza, Italian","3.5","134","$$","https://www.yelp.com/biz/bella-notte-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"People's Indian Restaurant","5147 Penn Ave,Pittsburgh, PA 15224","Pittsburgh","15224","40.46494","-79.94122","Indian","4.0","104","$$","https://www.yelp.com/biz/peoples-indian-restaurant-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Nadine's","19 S 27th St,Pittsburgh, PA 15203","Pittsburgh","15203","40.4263877868652","-79.9672088623047","American (Traditional), Diners","4.0","87","$","https://www.yelp.com/biz/nadines-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Curry on Murray","2121 Murray Ave,Fl 1,Pittsburgh, PA 15217","Pittsburgh","15217","40.43310546875","-79.9227600097656","Thai","4.0","118","$$","https://www.yelp.com/biz/curry-on-murray-pittsburgh-5?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"The Fire Side Public House","6290 Broad St,Pittsburgh, PA 15206","Pittsburgh","15206","40.46038","-79.91937","American (New), Gastropubs, Sandwiches","3.5","134","$$","https://www.yelp.com/biz/the-fire-side-public-house-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Lot 17","4617 Liberty Ave,Pittsburgh, PA 15224","Pittsburgh","15224","40.46257","-79.95013","American (Traditional), Bars, Sandwiches","4.0","103","$$","https://www.yelp.com/biz/lot-17-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Turkish Grille","272 Melwood Ave,Pittsburgh, PA 15213","Pittsburgh","15213","40.4521037","-79.9506159","Turkish, Middle Eastern, Mediterranean","4.5","45","$$","https://www.yelp.com/biz/turkish-grille-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Union Standard","524 William Penn Pl,Pittsburgh, PA 15219","Pittsburgh","15219","40.4404796539702","-79.997137312255","American (New), Seafood, Cocktail Bars","4.0","95","$$$","https://www.yelp.com/biz/union-standard-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Barb's Corner Kitchen","4711 Butler St,Pittsburgh, PA 15201","Pittsburgh","15201","40.47449","-79.95791","Breakfast & Brunch, Diners","4.0","91","$","https://www.yelp.com/biz/barbs-corner-kitchen-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Social","6425 Penn Ave,Pittsburgh, PA 15206","Pittsburgh","15206","40.4567094758718","-79.9161638968201","American (New), Gastropubs","3.0","208","$$","https://www.yelp.com/biz/social-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Sam's Sun Sandwich","2616 Brownsville Rd,Pittsburgh, PA 15227","Pittsburgh","15227","40.38494","-79.9784899","Sandwiches, Mediterranean","4.5","35","$","https://www.yelp.com/biz/sams-sun-sandwich-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Choolaah Indian BBQ","6144 Centre Ave,Pittsburgh, PA 15206","Pittsburgh","15206","40.4603835","-79.9229767","Indian","4.0","71","$$","https://www.yelp.com/biz/choolaah-indian-bbq-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Morton's The Steakhouse","625 Liberty Ave,Ste 180,Pittsburgh, PA 15222","Pittsburgh","15222","40.4423828265526","-80.0008723139762","Steakhouses, American (Traditional), Bars","3.5","88","$$$$","https://www.yelp.com/biz/mortons-the-steakhouse-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Pamela's","232 North Ave,Pittsburgh, PA 15209","Pittsburgh","15209","40.4814999","-79.97426","Breakfast & Brunch, Diners","4.0","81","$","https://www.yelp.com/biz/pamelas-pittsburgh-5?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Senti Restaurant & Wine Bar","3473 Butler St,Pittsburgh, PA 15201","Pittsburgh","15201","40.4642168797698","-79.9663847326097","Italian, Wine Bars, Modern European","4.0","83","$$$","https://www.yelp.com/biz/senti-restaurant-and-wine-bar-pittsburgh-2?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Poros","2 Ppg Pl,Pittsburgh, PA 15222","Pittsburgh","15222","40.440217279135","-80.0029219128281","Mediterranean, Greek, Seafood","3.5","139","$$","https://www.yelp.com/biz/poros-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Gluten Free Goat Bakery","4905 Penn Ave,Pittsburgh, PA 15224","Pittsburgh","15224","40.4654288112786","-79.9450539512714","Gluten-Free, Bakeries, Vegan","4.5","33","$$","https://www.yelp.com/biz/gluten-free-goat-bakery-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Nakama","1611 E Carson St,Pittsburgh, PA 15203","Pittsburgh","15203","40.42898","-79.98222","Japanese, Sushi Bars, Lounges","3.0","291","$$","https://www.yelp.com/biz/nakama-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Pelegrino's Pizza & Pasta","4846 McKnight Rd,Pittsburgh, PA 15237","Pittsburgh","15237","40.5286741","-80.0070119","Italian, Pizza, Sandwiches","4.0","65","$$","https://www.yelp.com/biz/pelegrinos-pizza-and-pasta-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"The Foundry Table & Tap","381 N Shore Dr,Pittsburgh, PA 15212","Pittsburgh","15212","40.445708","-80.0117417","Gastropubs, American (New), Cocktail Bars","3.5","110","$$","https://www.yelp.com/biz/the-foundry-table-and-tap-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Birmingham Bridge Tavern","2901 Sarah St,Pittsburgh, PA 15203","Pittsburgh","15203","40.42456","-79.96449","Bars, Barbeque","4.0","66","$$","https://www.yelp.com/biz/birmingham-bridge-tavern-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Silk Road Gourmet Chinese","5301 Grove Rd,Ste 1,Pittsburgh, PA 15236","Pittsburgh","15236","40.3591070735614","-80.0020897817535","Chinese, Steakhouses, Japanese","4.0","99","$$","https://www.yelp.com/biz/silk-road-gourmet-chinese-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Green Pepper","2020 Murray Ave,Pittsburgh, PA 15217","Pittsburgh","15217","40.434176","-79.922987","Karaoke, Korean","3.5","136","$$","https://www.yelp.com/biz/green-pepper-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Gasoline Street Coffee","643 1st Ave,Pittsburgh, PA 15219","Pittsburgh","15219","40.4353844921677","-79.9956249180388","Coffee & Tea, Breakfast & Brunch, Juice Bars & Smoothies","4.5","30","$","https://www.yelp.com/biz/gasoline-street-coffee-pittsburgh-2?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Hemingway's Cafe","3911 Forbes Ave,Pittsburgh, PA 15213","Pittsburgh","15213","40.44225","-79.9562399","Dive Bars, American (Traditional)","3.5","111","$","https://www.yelp.com/biz/hemingways-cafe-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Uncle Sam's Submarines","5808 Forbes Ave,Pittsburgh, PA 15217","Pittsburgh","15217","40.4378475932928","-79.9228814522573","Sandwiches","4.0","91","$","https://www.yelp.com/biz/uncle-sams-submarines-pittsburgh-2?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"The Inn on Negley","703 S Negley Ave,Pittsburgh, PA 15232","Pittsburgh","15232","40.45336","-79.93149","Bed & Breakfast, Tea Rooms, Breakfast & Brunch","4.5","37","$$$","https://www.yelp.com/biz/the-inn-on-negley-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Social House Seven","123 7th St,Pittsburgh, PA 15222","Pittsburgh","15222","40.4438806","-80.0003838","Asian Fusion, Sushi Bars, Japanese","3.5","189","$$","https://www.yelp.com/biz/social-house-seven-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Armstrong's","5299 Grove Rd,Caste Village Shoppes,Pittsburgh, PA 15236","Pittsburgh","15236","40.3596095475076","-80.00244140625","Diners, Steakhouses, American (Traditional)","4.0","102","$$","https://www.yelp.com/biz/armstrongs-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Pho Kim 88","4100 Library Rd,Pittsburgh, PA 15234","Pittsburgh","15234","40.3603668212891","-80.0290145874023","Vietnamese","4.0","131","$$","https://www.yelp.com/biz/pho-kim-88-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"La Tavola Italiana","1 Boggs Ave,Pittsburgh, PA 15211","Pittsburgh","15211","40.4267845153809","-80.0056533813477","Pizza, Italian","3.5","120","$$","https://www.yelp.com/biz/la-tavola-italiana-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Diamond Market Bar & Grill","430 Market St,Pittsburgh, PA 15222","Pittsburgh","15222","40.440995","-80.002186","Bars, American (Traditional)","3.5","171","$$","https://www.yelp.com/biz/diamond-market-bar-and-grill-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Thai Cottage","1109 S Braddock Ave,Regent Square,Pittsburgh, PA 15218","Pittsburgh","15218","40.4325718","-79.893728","Thai","4.0","79","$$","https://www.yelp.com/biz/thai-cottage-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"First Watch","5235 Clairton Blvd,Pittsburgh, PA 15236","Pittsburgh","15236","40.3438799311459","-79.9703400582075","Coffee & Tea, Breakfast & Brunch, Sandwiches","4.5","65","$$","https://www.yelp.com/biz/first-watch-pittsburgh-9?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Ki Ramen","4401 Butler St,Pittsburgh, PA 15201","Pittsburgh","15201","40.4717","-79.95989","Ramen, Bars, Noodles","3.5","115","$$","https://www.yelp.com/biz/ki-ramen-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"BD's Mongolian Grill","428 S 27th St,Pittsburgh, PA 15203","Pittsburgh","15203","40.42812","-79.96605","Mongolian","3.5","148","$$","https://www.yelp.com/biz/bds-mongolian-grill-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Pho Minh","4917 Penn Ave,Pittsburgh, PA 15224","Pittsburgh","15224","40.46543","-79.94452","Vietnamese","4.0","88","$","https://www.yelp.com/biz/pho-minh-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"honeygrow","105 S Highland Ave,Pittsburgh, PA 15206","Pittsburgh","15206","40.461076","-79.9247260798226","American (Traditional)","4.0","58","$$","https://www.yelp.com/biz/honeygrow-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Le Mont","1114 Grandview Ave,Pittsburgh, PA 15211","Pittsburgh","15211","40.4377861022949","-80.0177993774414","American (Traditional), Diners, Lounges","3.0","160","$$$","https://www.yelp.com/biz/le-mont-pittsburgh-2?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Ali Baba","404 S Craig St,Pittsburgh, PA 15213","Pittsburgh","15213","40.4449603","-79.9489094","Middle Eastern","3.5","113","$$","https://www.yelp.com/biz/ali-baba-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Lulu's Noodles","400 S Craig St,Pittsburgh, PA 15213","Pittsburgh","15213","40.44514","-79.94904","Chinese, Noodles","2.5","367","$","https://www.yelp.com/biz/lulus-noodles-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Uncle Sam's Submarines","210 Oakland Ave,Pittsburgh, PA 15213","Pittsburgh","15213","40.4412223454076","-79.9567410311412","Sandwiches","4.0","87","$","https://www.yelp.com/biz/uncle-sams-submarines-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Needle and Pin","3271 W Liberty Ave,Pittsburgh, PA 15216","Pittsburgh","15216","40.3894540925285","-80.0419438715922","Cocktail Bars, Tapas/Small Plates, Breakfast & Brunch","4.0","88","$$","https://www.yelp.com/biz/needle-and-pin-pittsburgh-2?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Local Bar + Kitchen","1515 E Carson St,Pittsburgh, PA 15203","Pittsburgh","15203","40.429","-79.9828","Bars, American (New), Breakfast & Brunch","3.0","201","$$","https://www.yelp.com/biz/local-bar-kitchen-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Squirrel Hill Cafe","5802 Forbes Ave,Pittsburgh, PA 15217","Pittsburgh","15217","40.43791","-79.92267","Pubs, American (New)","4.0","89","$","https://www.yelp.com/biz/squirrel-hill-cafe-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Make Your Mark","6736 Reynolds St,Pittsburgh, PA 15206","Pittsburgh","15206","40.45029","-79.91457","Coffee & Tea, Sandwiches","4.0","48","$","https://www.yelp.com/biz/make-your-mark-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Eat Unique","305 S Craig St,Pittsburgh, PA 15213","Pittsburgh","15213","40.44565","-79.94849","Delis","3.5","129","$","https://www.yelp.com/biz/eat-unique-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Blue Sparrow Food Truck","3800 Butler St,Pittsburgh, PA 15201","Pittsburgh","15201","40.46675","-79.96403","Food Trucks, American (New)","5.0","20","$","https://www.yelp.com/biz/blue-sparrow-food-truck-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Eggs-R-Us","2350 Noblestown Rd,Ste 13,Pittsburgh, PA 15205","Pittsburgh","15205","40.42746","-80.05575","Breakfast & Brunch","4.0","96","$","https://www.yelp.com/biz/eggs-r-us-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Los Cabos Mexican Restaurant","4108-10 Penn Ave,Pittsburgh, PA 15224","Pittsburgh","15224","40.46554","-79.95458","Mexican","3.5","116","$","https://www.yelp.com/biz/los-cabos-mexican-restaurant-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"North Shore Deli","539 E Ohio St,Pittsburgh, PA 15212","Pittsburgh","15212","40.45352","-79.99927","Delis","5.0","24","$","https://www.yelp.com/biz/north-shore-deli-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Federal Galley","200 Children's Way,Pittsburgh, PA 15212","Pittsburgh","15212","40.4515218945917","-80.0060152023773","American (New), Pizza, Mexican","4.0","58","$$","https://www.yelp.com/biz/federal-galley-pittsburgh-2?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Smokin' Joe's","2001 E Carson St,Pittsburgh, PA 15203","Pittsburgh","15203","40.4286461","-79.9776187","Bars, American (Traditional)","4.0","84","$","https://www.yelp.com/biz/smokin-joes-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Primanti Bros.","1832 E Carson St,Pittsburgh, PA 15203","Pittsburgh","15203","40.42843","-79.97932","Sandwiches, American (New), Sports Bars","3.5","140","$","https://www.yelp.com/biz/primanti-bros-pittsburgh-6?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Nox's Tavern and Grille","720 Blaw Ave,Pittsburgh, PA 15238","Pittsburgh","15238","40.4925","-79.86261","Bars, American (Traditional)","4.5","29","$$","https://www.yelp.com/biz/noxs-tavern-and-grille-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Packs & Dogs","223 Shiloh St,Pittsburgh, PA 15211","Pittsburgh","15211","40.4298201","-80.0071764","Bars, Hot Dogs","4.0","70","$","https://www.yelp.com/biz/packs-and-dogs-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"My Thai","3024 W Liberty Ave,Pittsburgh, PA 15216","Pittsburgh","15216","40.3930420493059","-80.0370368071787","Thai, Salad, Noodles","4.0","70","$$","https://www.yelp.com/biz/my-thai-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Jolina's Mediterranean Cuisine","1011 Brookline Blvd,Pittsburgh, PA 15226","Pittsburgh","15226","40.3919615596533","-80.0171586871147","Mediterranean, Middle Eastern, Soup","4.5","25","$$","https://www.yelp.com/biz/jolinas-mediterranean-cuisine-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Conicella Pizza","422 Greenfield Ave,Pittsburgh, PA 15207","Pittsburgh","15207","40.4252","-79.94285","Pizza","4.5","37","$","https://www.yelp.com/biz/conicella-pizza-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"La Gondola Pizzeria & Restaurant","4 Market Sq,Pittsburgh, PA 15222","Pittsburgh","15222","40.44016","-80.00246","Pizza, Italian","4.0","44","$","https://www.yelp.com/biz/la-gondola-pizzeria-and-restaurant-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"The BeerHive","2117 Penn Ave,Pittsburgh, PA 15222","Pittsburgh","15222","40.4522","-79.98282","American (New), Bars","3.5","95","$$","https://www.yelp.com/biz/the-beerhive-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
"Kickback Pinball Cafe","4326 Butler St,Pittsburgh, PA 15201","Pittsburgh","15201","40.4712221","-79.9598367","Arcades, Cafes","4.5","37","$","https://www.yelp.com/biz/kickback-pinball-cafe-pittsburgh?adjust_creative=ABuKxf8BS5eWket5NECSJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ABuKxf8BS5eWket5NECSJA"
