Name,Rating,Review_Count,Price,Cuisine,Latitude,Longitude,Street,City,Zip
Brillobox,3.5,145,$$,Bars,40.46555,-79.95476,4104 Penn Ave,Pittsburgh, PA 15224
Iron Born Pizza,4.5,55,$$,Pizza,40.4523365,-79.9841296,54 21st St,Pittsburgh, PA 15222
Sushi Tomo,4.0,97,$$,Japanese,40.52581,-80.00491,4812 McKnight Rd,Pittsburgh, PA 15237
Michael's Pizza Bar & Restaurant,4.5,73,$,Pizza,40.42624,-79.96823,2612 Sarah St,Pittsburgh, PA 15203
Hog's Head Bar & Grill,4.5,64,$$,American (Traditional),40.4824409484863,-79.9960098266602,3433 Spring Garden Rd,Pittsburgh, PA 15212
Six Penn Kitchen,3.0,301,$$,American (New),40.442798614502,-80.0025024414062,146 6th St,Pittsburgh, PA 15222
Original Hot Dog Shop,3.5,209,$,Hot Dogs,40.442147,-79.956513,3901 Forbes Ave,Pittsburgh, PA 15213
Parker's PGH,4.5,57,$,Sandwiches,40.39518,-80.02252,600 Brookline Blvd,Pittsburgh, PA 15226
The Library,3.5,172,$$,American (Traditional),40.4281425,-79.9728382,2302 E Carson St,Pittsburgh, PA 15203
Ineffable Ca Phe,4.5,65,$,Vietnamese,40.46466,-79.95929,3920 Penn Ave,Pittsburgh, PA 15224
Winghart's Burger & Whiskey Bar,3.5,143,$$,Burgers,40.4291611,-79.9831085,1505 E Carson St,Pittsburgh, PA 15203
The Cheesecake Factory,3.5,217,$$,Desserts,40.42822,-79.96528,415 S 27th St,Pittsburgh, PA 15203
Tana Ethiopian Cuisine,4.0,115,$$,Ethiopian,40.4606323242188,-79.9269104003906,5929 Baum Blvd,Pittsburgh, PA 15206
Primanti Bros.,3.5,267,$,Sandwiches,40.44178,-79.95695,3803 Forbes Ave,Pittsburgh, PA 15213
Beto's Pizza,3.5,168,$,Pizza,40.41274,-80.03035,1473 Banksville Rd,Pittsburgh, PA 15216
Maiku Sushi,3.5,157,$,Sushi Bars,40.4490736801823,-79.9872996658087,1611 Penn Ave,Pittsburgh, PA 15222
Deli on Butler Street,4.5,68,$,Delis,40.46936,-79.96124,4034 Butler St,Pittsburgh, PA 15201
The Yard,3.5,223,$$,American (New),40.4414,-80.00287,100 5th Ave,Pittsburgh, PA 15222
Market St Grocery,4.5,49,$$,Wine Bars,40.44118,-80.00239,435 Market St,Pittsburgh, PA 15222
Silk Elephant,3.5,194,$$,Thai,40.437802,-79.92303,1712 Murray Ave,Squirrel Hill,Pittsburgh, PA 15217
NU Jewish Bistro,4.0,101,$$,American (New),40.4375577,-79.92282,1711 Murray Ave,Pittsburgh, PA 15217
Independent Brewing Company,4.0,120,$$,American (New),40.4376827662703,-79.9195291191728,1704 Shady Ave,Pittsburgh, PA 15217
Applewood Smoke Burger,4.5,60,$$,Burgers,40.47631,-79.92084,5721 Bryant St,Pittsburgh, PA 15206
Thai Me Up,3.5,165,$$,Thai,40.427086,-79.973273,118 S 23rd St,Pittsburgh, PA 15203
Emilliano's Mexican Restaurant and Bar,3.5,236,$$,Mexican,40.4277223400876,-79.9686308033154,2557 E Carson St,Pittsburgh, PA 15203
Savoy,3.5,123,$$$,American (New),40.45552,-79.97806,2623 Penn Ave,Pittsburgh, PA 15222
Smallman Street Deli,4.0,116,$$,Delis,40.4355545043945,-79.9232559204102,1912 Murray Ave,Pittsburgh, PA 15217
Chinatown Inn,4.0,125,$$,Chinese,40.4371064013223,-79.9973292902832,520 3rd Ave,Pittsburgh, PA 15219
Spork,4.0,106,$$$,Tapas/Small Plates,40.4644813537598,-79.9353713989258,5430 Penn Ave,Pittsburgh, PA 15206
Braddock's Pittsburgh Brasserie,3.5,141,$$,American (New),40.4438209533691,-80.0022430419922,107 6th St,Pittsburgh, PA 15222
Stack'd Burgers - Shadyside,3.5,145,$$,Burgers,40.4510918,-79.9350785,728 Copeland St,Pittsburgh, PA 15232
Andy's Sushi Bar,4.5,62,$$,Sushi Bars,40.45011,-79.98587,1711 Penn Ave,Pittsburgh, PA 15222
Gluuteny Bakery,4.0,89,$,Bakeries,40.4351844787598,-79.9225997924805,1923 Murray Ave,Pittsburgh, PA 15217
Chick'n Bubbly,4.0,113,$,Korean,40.44193,-79.9571799,117 Oakland Ave,Pittsburgh, PA 15213
Dinette,3.5,146,$$,Pizza,40.459593019833,-79.9255407974124,5996 Centre Ave,Pittsburgh, PA 15206
Dive Bar & Grill,4.0,112,$$,Dive Bars,40.4797096,-79.9551926,5147 Butler St,Pittsburgh, PA 15201
Ten Penny,3.0,396,$$,American (Traditional),40.4444316,-79.9956094,960 Penn Ave,Pittsburgh, PA 15222
Salim's Middle Eastern Food Store,4.5,47,$,Delis,40.4528,-79.94938,4705 Centre Ave,Pittsburgh, PA 15213
Tamarind Savoring India,4.0,135,$$,Indian,40.39083,-80.07095,2101 Greentree Rd,Pittsburgh, PA 15220
Kabob-G Grill,4.5,52,$$,Mediterranean,40.3654729,-80.0255984,3821 Willow Ave,Pittsburgh, PA 15234
Casa Reyna,3.5,213,$$,Mexican,40.4516855,-79.9833236,2031 Penn Ave,Pittsburgh, PA 15222
Lili Cafe,4.0,66,$,Coffee & Tea,40.45747,-79.96587,3138 Dobson St,Pittsburgh, PA 15219
Hello Bistro,3.5,161,$,Salad,40.4407643,-79.9581044,3605 Forbes Ave,Pittsburgh, PA 15213
Tootie's Famous Italian Beef,4.0,100,$,Italian,40.42869,-79.9827,93 S 16th St,Pittsburgh, PA 15203
Kiku Japanese Restaurant,4.0,96,$$,Japanese,40.434127,-80.00605,225 W Station Square Dr,Pittsburgh, PA 15219
Spice Affair,4.5,68,$$,Indian,40.4891,-79.90089,8 Brilliant Ave,Pittsburgh, PA 15215
Arancini House,4.5,53,$,Pizza,40.38236,-80.04374,615 Washington Rd,Terrace Level,Pittsburgh, PA 15228
Ruths Chris Steak House,4.0,103,$$$$,Steakhouses,40.4396204328057,-80.0034491477256,6 PPG Pl,Pittsburgh, PA 15222
Nine on Nine,3.5,148,$$$,American (New),40.44361,-79.99804,900 Penn Ave,Pittsburgh, PA 15222
Thai Spoon,4.0,109,$$,Thai,40.395320892334,-80.0346221923828,1409 Potomac Ave,Pittsburgh, PA 15216
Scratch Food & Beverage,4.0,99,$$,Cocktail Bars,40.4640926,-79.982555,1720 Lowrie St,Pittsburgh, PA 15212
Pizza Perfectta,4.0,100,$$,Pizza,40.45723,-79.92535,258 S Highland Ave,Pittsburgh, PA 15206
Sarafino's Pasta and Pizza,4.0,90,$$,Italian,40.43557,-80.06555,40 E Crafton Ave,Pittsburgh, PA 15205
Cafe Zinho,4.0,80,$$,Portuguese,40.45783,-79.92755,238 Spahr St,Pittsburgh, PA 15232
Plum Pan Asian Kitchen,3.5,175,$$,Pan Asian,40.4595304893333,-79.9255426412946,5996 Centre Ave,Pittsburgh, PA 15206
Ephesus Mediterranean Kitchen,3.5,109,$$,Pizza,40.43998,-80.00229,219 Fourth Ave,Pittsburgh, PA 15222
Sesame Garden,4.5,59,$$,Chinese,40.4305206549753,-80.0075236050979,202 Shiloh St,Pittsburgh, PA 15211
Bistro Penn,3.0,249,$$,Belgian,40.44379,-79.99716,922 Penn Ave,Pittsburgh, PA 15222
Red Orchid,4.0,116,$$,Thai,40.5431060791016,-80.028938293457,5439 Babcock Blvd,Pittsburgh, PA 15237
Tres Rios,4.0,101,$$,Mexican,40.4288635667625,-79.9810518659992,1719 E Carson St,Pittsburgh, PA 15203
Pastitsio,4.0,95,$$,Greek,40.46664,-79.96426,3716 Butler St,Pittsburgh, PA 15201
Kassab's,4.0,103,$$,Mediterranean,40.4288913,-79.9860781,1207 E Carson St,Pittsburgh, PA 15203
Bangkok Balcony,3.5,171,$$,Thai,40.43776,-79.92117,5846 Forbes Ave,Pittsburgh, PA 15217
Burgh'ers,4.0,92,$$,Burgers,40.46554,-79.96538,3601 Butler St,Pittsburgh, PA 15201
SLICE on Broadway,4.0,93,$,Pizza,40.40414,-80.03055,2128 Broadway Ave,Pittsburgh, PA 15216
Murray Avenue Grill,3.5,126,$$,American (New),40.43726,-79.9231,1720 Murray Ave,Pittsburgh, PA 15217
Lola Bistro,4.0,54,$$,American (New),40.45366,-80.01691,1100 Galveston Ave,Pittsburgh, PA 15233
Ritters Diner,3.5,201,$,Diners,40.45639,-79.94125,5221 Baum Blvd,Pittsburgh, PA 15224
Mike & Tony's Gyros,4.0,71,$,Greek,40.4286651611328,-79.9835357666016,1414 E Carson St,Pittsburgh, PA 15203
Hokkaido Seafood Buffet,3.5,200,$$,Sushi Bars,40.415471086358,-79.924143279002,4612 Browns Hill Rd,Pittsburgh, PA 15217
Las Velas,3.5,204,$$,Mexican,40.440991710595,-80.0021608043881,21 Market Sq,Pittsburgh, PA 15222
Emporio: A Meatball Joint,4.0,77,$$,American (New),40.44398,-79.99644,942 Penn Ave,Pittsburgh, PA 15222
Franktuary,3.5,279,$$,Hot Dogs,40.467054,-79.96398,3810 Butler St,Lower Lawrenceville, PA 15201
Beer Emporium,3.5,171,$$,Belgian,40.45998,-79.93084,302 S Saint Clair St,Pittsburgh, PA 15206
Kelly's Bar & Lounge,3.5,147,$$,Lounges,40.4599920866432,-79.9244865083206,6012 Penn Cir S,Pittsburgh, PA 15206
Revel + Roost,3.5,170,$$,Bars,40.4402411320264,-80.0016349497375,242 Forbes Ave,Pittsburgh, PA 15222
Peppi's,4.0,70,$,Burgers,40.45023,-79.98565,1721 Penn Ave,Pittsburgh, PA 15222
Apsara Cafe,4.0,75,$$,Thai,40.4289688290244,-79.9817368981476,1703 E Carson St,Pittsburgh, PA 15203
Hal's Bar and Grill,4.0,108,$$,American (Traditional),40.5249585,-80.0159285,3225 Babcock Blvd,Pittsburgh, PA 15237
Or, The Whale,4.0,93,$$,Seafood,40.4372763,-79.9985072,463 Blvd of the Allies,Pittsburgh, PA 15219
Angkor Restaurant,4.0,104,$$,Cambodian,40.42746,-80.05575,2350 Noblestown Rd,Pittsburgh, PA 15205
La Feria,4.0,88,$$,Latin American,40.45171,-79.93283,5527 Walnut St,Pittsburgh, PA 15232
Pallantia Tapas de España,4.0,93,$$,Bars,40.4512138366699,-79.9322814941406,810 Ivy St,Pittsburgh, PA 15232
Bella Notte,3.5,133,$$,Pizza,40.4508375,-79.9839077,1914 Penn Ave,Pittsburgh, PA 15222
People's Indian Restaurant,4.0,103,$$,Indian,40.46494,-79.94122,5147 Penn Ave,Pittsburgh, PA 15224
Willow Restaurant,4.0,126,$$,American (New),40.5210099,-80.07652,634 Camp Horne Rd,Pittsburgh, PA 15237
Nadine's,4.0,87,$,American (Traditional),40.4263877868652,-79.9672088623047,19 S 27th St,Pittsburgh, PA 15203
The Abbey on Butler Street,3.5,180,$$,Bars,40.47381,-79.95838,4635 Butler St,Pittsburgh, PA 15201
Curry on Murray,3.5,117,$$,Thai,40.43310546875,-79.9227600097656,2121 Murray Ave,Fl 1,Pittsburgh, PA 15217
Pizzuvio,4.5,33,$$,Pizza,40.4401086813384,-80.001084943744,268 Forbes Ave,Pittsburgh, PA 15222
Lot 17,4.0,103,$$,American (Traditional),40.46257,-79.95013,4617 Liberty Ave,Pittsburgh, PA 15224
Barb's Corner Kitchen,4.0,90,$,Breakfast & Brunch,40.47449,-79.95791,4711 Butler St,Pittsburgh, PA 15201
Sam's Sun Sandwich,4.5,35,$,Sandwiches,40.38494,-79.9784899,2616 Brownsville Rd,Pittsburgh, PA 15227
Social,3.0,207,$$,American (New),40.4567094758718,-79.9161638968201,6425 Penn Ave,Pittsburgh, PA 15206
Morton's The Steakhouse,3.5,87,$$$$,Steakhouses,40.4423828265526,-80.0008723139762,625 Liberty Ave,Ste 180,Pittsburgh, PA 15222
Pamela's,4.0,79,$,Breakfast & Brunch,40.4814999,-79.97426,232 North Ave,Pittsburgh, PA 15209
Poros,3.5,139,$$,Mediterranean,40.440217279135,-80.0029219128281,2 Ppg Pl,Pittsburgh, PA 15222
Gasoline Street Coffee,4.5,28,$,Coffee & Tea,40.4353844921677,-79.9956249180388,643 1st Ave,Pittsburgh, PA 15219
Union Standard,4.0,91,$$$,American (New),40.4404796539702,-79.997137312255,524 William Penn Pl,Pittsburgh, PA 15219
The Fire Side Public House,3.5,132,$$,American (New),40.46038,-79.91937,6290 Broad St,Pittsburgh, PA 15206
Senti Restaurant & Wine Bar,4.0,81,$$$,Italian,40.4642168797698,-79.9663847326097,3473 Butler St,Pittsburgh, PA 15201
Pelegrino's Pizza & Pasta,4.0,65,$$,Italian,40.5286741,-80.0070119,4846 McKnight Rd,Pittsburgh, PA 15237
The Foundry Table & Tap,3.5,110,$$,Gastropubs,40.445708,-80.0117417,381 N Shore Dr,Pittsburgh, PA 15212
Turkish Grille,4.5,42,$$,Turkish,40.4521037,-79.9506159,272 Melwood Ave,Pittsburgh, PA 15213
Birmingham Bridge Tavern,4.0,66,$$,Bars,40.42456,-79.96449,2901 Sarah St,Pittsburgh, PA 15203
Silk Road Gourmet Chinese,4.0,100,$$,Chinese,40.3591070735614,-80.0020897817535,5301 Grove Rd,Ste 1,Pittsburgh, PA 15236
Nakama,3.0,289,$$,Japanese,40.42898,-79.98222,1611 E Carson St,Pittsburgh, PA 15203
Green Pepper,3.5,136,$$,Karaoke,40.434176,-79.922987,2020 Murray Ave,Pittsburgh, PA 15217
Armstrong's,4.0,102,$$,Diners,40.3596095475076,-80.00244140625,5299 Grove Rd,Caste Village Shoppes,Pittsburgh, PA 15236
Social House Seven,3.5,187,$$,Asian Fusion,40.4438806,-80.0003838,123 7th St,Pittsburgh, PA 15222
The Inn on Negley,4.5,36,$$$,Bed & Breakfast,40.45336,-79.93149,703 S Negley Ave,Pittsburgh, PA 15232
Hemingway's Cafe,3.5,111,$,Dive Bars,40.44225,-79.9562399,3911 Forbes Ave,Pittsburgh, PA 15213
Diamond Market Bar & Grill,3.5,170,$$,Bars,40.440995,-80.002186,430 Market St,Pittsburgh, PA 15222
Thai Cottage,4.0,78,$$,Thai,40.4325718,-79.893728,1109 S Braddock Ave,Regent Square,Pittsburgh, PA 15218
Uncle Sam's Submarines,4.0,92,$,Sandwiches,40.4378475932928,-79.9228814522573,5808 Forbes Ave,Pittsburgh, PA 15217
La Tavola Italiana,3.5,120,$$,Pizza,40.4267845153809,-80.0056533813477,1 Boggs Ave,Pittsburgh, PA 15211
First Watch,4.5,63,$$,Coffee & Tea,40.3438799311459,-79.9703400582075,5235 Clairton Blvd,Pittsburgh, PA 15236
Pho Kim 88,4.0,129,$$,Vietnamese,40.3603668212891,-80.0290145874023,4100 Library Rd,Pittsburgh, PA 15234
BD's Mongolian Grill,3.5,147,$$,Mongolian,40.42812,-79.96605,428 S 27th St,Pittsburgh, PA 15203
Pho Minh,4.0,89,$,Vietnamese,40.46543,-79.94452,4917 Penn Ave,Pittsburgh, PA 15224
Local Bar + Kitchen,3.0,201,$$,Bars,40.429,-79.9828,1515 E Carson St,Pittsburgh, PA 15203
Primanti Bros.,3.5,142,$,Sandwiches,40.42843,-79.97932,1832 E Carson St,Pittsburgh, PA 15203
Ali Baba,3.5,113,$$,Middle Eastern,40.4449603,-79.9489094,404 S Craig St,Pittsburgh, PA 15213
Lulu's Noodles,2.5,368,$,Chinese,40.44514,-79.94904,400 S Craig St,Pittsburgh, PA 15213
Squirrel Hill Cafe,4.0,90,$,Pubs,40.43791,-79.92267,5802 Forbes Ave,Pittsburgh, PA 15217
Make Your Mark,4.0,48,$,Coffee & Tea,40.45029,-79.91457,6736 Reynolds St,Pittsburgh, PA 15206
Eat Unique,3.5,130,$,Delis,40.44565,-79.94849,305 S Craig St,Pittsburgh, PA 15213
Ki Ramen,3.5,113,$$,Ramen,40.4717,-79.95989,4401 Butler St,Pittsburgh, PA 15201
Blue Sparrow Food Truck,5.0,20,$,Food Trucks,40.46675,-79.96403,3800 Butler St,Pittsburgh, PA 15201
Eggs-R-Us,4.0,96,$,Breakfast & Brunch,40.42746,-80.05575,2350 Noblestown Rd,Ste 13,Pittsburgh, PA 15205
Los Cabos Mexican Restaurant,3.5,116,$,Mexican,40.46554,-79.95458,4108-10 Penn Ave,Pittsburgh, PA 15224
North Shore Deli,5.0,24,$,Delis,40.45352,-79.99927,539 E Ohio St,Pittsburgh, PA 15212
Smokin' Joe's,4.0,84,$,Bars,40.4286461,-79.9776187,2001 E Carson St,Pittsburgh, PA 15203
Le Mont,3.5,157,$$$,American (Traditional),40.4377861022949,-80.0177993774414,1114 Grandview Ave,Pittsburgh, PA 15211
Uncle Sam's Submarines,4.0,86,$,Sandwiches,40.4412223454076,-79.9567410311412,210 Oakland Ave,Pittsburgh, PA 15213
Packs & Dogs,4.0,68,$,Bars,40.4298201,-80.0071764,223 Shiloh St,Pittsburgh, PA 15211
The BeerHive,3.5,95,$$,American (New),40.4522,-79.98282,2117 Penn Ave,Pittsburgh, PA 15222
Storms Restaurant & Catering,4.0,51,$$,Italian,40.43851,-79.99836,429 4th Ave,Pittsburgh, PA 15219
Bea Taco Town,4.0,70,$,Mexican,40.402162,-80.0414234,2957 Banksville Rd,Pittsburgh, PA 15216
My Thai,4.0,68,$$,Thai,40.3930420493059,-80.0370368071787,3024 W Liberty Ave,Pittsburgh, PA 15216
Pittsburgh Barbecue Company,4.0,72,$$,Barbeque,40.4198992597363,-80.0300516362457,1000 Banksville Rd,Pittsburgh, PA 15216
Vallozzis Pittsburgh,3.5,99,$$$,Italian,40.4411279,-80.0014571,220 5th Ave,Pittsburgh, PA 15222
DiBella's Subs,4.0,71,$,Sandwiches,40.4406668689324,-80.0021109338623,16 Market Sq,Pittsburgh, PA 15222
Caliente Pizza & Drafthouse,3.0,220,$$,Pizza,40.4620358,-79.9501025,4624 Liberty Ave,Pittsburgh, PA 15224
Palmyra Mediterrean Cuisine,4.5,40,$,Mediterranean,40.43691,-80.00046,10 Smithfield St,Pittsburgh, PA 15222
Yeung's House,4.5,52,$,Chinese,40.5206565856934,-80.0333251953125,463 Perry Hwy,Pittsburgh, PA 15229
Kickback Pinball Cafe,4.5,36,$,Arcades,40.4712221,-79.9598367,4326 Butler St,Pittsburgh, PA 15201
Bistro To Go,4.5,47,$$,Salad,40.45329,-80.00109,415 E Ohio St,Ste A,Pittsburgh, PA 15212
Yovi's,4.5,59,$,Fast Food,40.4413090844808,-80.002800822258,477 Graeme St Market Sq,Pittsburgh, PA 15222
Nox's Tavern and Grille,4.5,29,$$,Bars,40.4925,-79.86261,720 Blaw Ave,Pittsburgh, PA 15238
Gluten Free Goat Bakery,4.5,31,$$,Gluten-Free,40.4654288112786,-79.9450539512714,4905 Penn Ave,Pittsburgh, PA 15224
Grandma B's,4.5,30,$,Halal,40.4487686,-79.9705276,2537 Wylie Ave,Pittsburgh, PA 15219
V3 Flatbread Pizza,4.0,52,$,Pizza,40.4423699,-80.0028899,11 Fifth Ave,Pittsburgh, PA 15222
Friendship Perk And Brew,4.5,35,$,Cafes,40.46199,-79.94066,300 S Pacific Ave,Pittsburgh, PA 15224
Mezzo,4.0,60,$$,Italian,40.443983,-79.9964184,942 Penn Ave,Fl 2,Pittsburgh, PA 15222
Roland's Seafood Grill,2.5,300,$$,Seafood,40.45062,-79.98422,1904 Penn Ave,Pittsburgh, PA 15222
Conicella Pizza,4.5,37,$,Pizza,40.4252,-79.94285,422 Greenfield Ave,Pittsburgh, PA 15207
La Gondola Pizzeria & Restaurant,4.0,44,$,Pizza,40.44016,-80.00246,4 Market Sq,Pittsburgh, PA 15222
Sidelines Bar & Grill,4.0,80,$$,Dive Bars,40.4854888,-79.9723216,621 Evergreen Ave,Pittsburgh, PA 15209
Sushi Kim Restaurant,3.5,128,$$,Sushi Bars,40.4465,-79.99164,1241 Penn Ave,Pittsburgh, PA 15222
honeygrow,4.0,52,$$,American (Traditional),40.461076,-79.9247260798226,105 S Highland Ave,Pittsburgh, PA 15206
Jolina's Mediterranean Cuisine,4.5,25,$$,Mediterranean,40.3919615596533,-80.0171586871147,1011 Brookline Blvd,Pittsburgh, PA 15226
Groceria Merante,5.0,26,$,Grocery,40.436570898681,-79.955387606365,3454 Bates St,Pittsburgh, PA 15213
Primanti Bros.,3.5,122,$,Sandwiches,40.444368,-80.100036,4501 Steubenville Pike,Pittsburgh, PA 15205
Needle and Pin,4.0,86,$$,Cocktail Bars,40.3894540925285,-80.0419438715922,3271 W Liberty Ave,Pittsburgh, PA 15216
Spirit Lodge,4.0,71,$$,Pizza,40.4783659,-79.9559733,242 51st St,Pittsburgh, PA 15201
Feng Japanese Steak Hibachi & Sushi House,4.0,88,$$,Sushi Bars,40.4639582,-79.9528867,4305 Main St,Pittsburgh, PA 15224
The Carlton,3.5,84,$$$,Diners,40.4396782,-79.9959316,500 Grant St,BNY Mellon Center,Pittsburgh, PA 15219
Luma Restaurant,3.5,72,$$$,American (New),40.37745,-80.040797,186 Castle Shannon Blvd,Pittsburgh, PA 15228
61C Cafe,3.5,92,$,Coffee & Tea,40.4365826,-79.9227335,1839 Murray Ave,Pittsburgh, PA 15217
The Modern Cafe,4.0,59,$$,Sports Bars,40.4521369710481,-80.0163849270439,862 Western Ave,Pittsburgh, PA 15233
Dancing Crab Thai Noodle House,4.5,45,$$,Thai,40.42817,-79.97513,2126 E Carson St,Pittsburgh, PA 15203
Kevin's Deli,4.5,32,$,Delis,40.4469698,-79.9507326,101 N Dithridge St,Pittsburgh, PA 15213
Angelo's Pizzeria,4.0,67,$,Pizza,40.46082,-79.9479,4766 Liberty Ave,Pittsburgh, PA 15224
Sun Penang,3.0,151,$$,Malaysian,40.4382499,-79.92183,5829 Forbes Ave,Pittsburgh, PA 15217
Silky's Pub,3.5,71,$$,Pubs,40.45827,-79.94227,5135 Liberty Ave,Pittsburgh, PA 15224
Hello Bistro,3.5,68,$,Salad,40.428359,-79.978196,1922 E Carson St,Pittsburgh, PA 15203
Zarra's A Taste of Southern Italy,4.0,95,$$,Italian,40.4547538757324,-79.954216003418,3887 Bigelow Blvd,Pittsburgh, PA 15213
Wheelfish,4.0,67,$$,Bars,40.5394096374512,-79.9916687011719,635 Sangree Rd,Pittsburgh, PA 15237
Cucina Vitale,4.0,62,$$,Italian,40.4274712,-79.969101,2516 E Carson St,Pittsburgh, PA 15203
Katana,3.0,125,$$,Sushi Bars,40.38996,-80.04063,3229 W Liberty Ave,Pittsburgh, PA 15216
Sesame Inn,3.5,95,$$,Chinese,40.5464464830287,-80.01902927919,711 Browns Ln,Pittsburgh, PA 15237
SoHo,3.0,124,$$,American (New),40.4483696872966,-80.0044366171967,203 Federal St,Pittsburgh, PA 15212
Burgatory,4.0,279,$$,Burgers,40.4071527935134,-79.9177637822221,299 W Bridge St,Homestead, PA 15120
Federal Galley,4.0,51,$$,American (New),40.4515218945917,-80.0060152023773,200 Children's Way,Pittsburgh, PA 15212
Patron Mexican Grill,3.5,110,$$,Mexican,40.460170134902,-79.9249215424061,133 S Highland Ave,Pittsburgh, PA 15206
Jozsa Corner,4.0,47,$$,Hungarian,40.4113839480315,-79.9448446263733,4800 2nd Ave,Pittsburgh, PA 15207
Harris Grill,4.0,39,$$,American (Traditional),40.43965,-80.00156,245 4th Ave,Pittsburgh, PA 15222
William Penn Tavern,3.5,86,$,Sports Bars,40.451445220945,-79.933732551313,739 Bellefonte St,Pittsburgh, PA 15232
Sushi & Rolls,4.5,34,$$,Sushi Bars,40.4381256103516,-79.9988174438477,301 Grant St,Ste 3,Pittsburgh, PA 15219
Bulldog Pub,4.5,43,$$,Pubs,40.4867643946851,-79.9268399792984,1818 Morningside Ave,Pittsburgh, PA 15206
Top Shabu-Shabu & Lounge,3.5,76,$$,Hot Pot,40.4412193,-79.9580231,114 Atwood St,Pittsburgh, PA 15213
Thai Hana,3.5,116,$$,Thai,40.4415006,-79.958821,3608 5th Ave,Pittsburgh, PA 15213
Giovanni's Pizza & Pasta,3.0,152,$$,Pizza,40.443400926204,-80.0024984675644,123 6th St,Pittsburgh, PA 15222
Everyday's A Sundae,4.0,27,$,Sandwiches,40.4601050478002,-79.9242326811995,6014 Centre Ave,Pittsburgh, PA 15206
Hunan Bar,4.0,50,$$,Szechuan,40.44029,-79.95627,239 Atwood St,Pittsburgh, PA 15213
City Works - Pittsburgh,3.0,149,$$,Sports Bars,40.4404255,-80.0032706,2 Ppg Pl,Pittsburgh, PA 15222
Roman Bistro,3.0,125,$$,Italian,40.419454,-79.850259,2104 Ardmore Blvd,Pittsburgh, PA 15221
Grandview Saloon,3.0,121,$$,Steakhouses,40.4381637573242,-80.0185165405273,1212 Grandview Ave,Pittsburgh, PA 15211
Wai Wai Chinese Cuisine,3.5,115,$,Chinese,40.46206,-79.94917,4717 Liberty Ave,Pittsburgh, PA 15224
Cafe Milano,3.5,65,$$,Pizza,40.4431,-80.00263,134 6th St,Pittsburgh, PA 15222
Someone Else's Bar,4.0,62,$$,Bars,40.36487,-80.02609,3841 Willow Ave,Pittsburgh, PA 15234
August Henry's City Saloon,3.5,113,$$,American (Traditional),40.4441296,-79.9963361,946 Penn Ave,Pittsburgh, PA 15222
Tavern 51,4.5,29,$$,Bars,40.35708,-79.9811,4604 Clairton Blvd,Pittsburgh, PA 15236
Peppi's,4.0,33,$,Sandwiches,40.43698,-80.00046,12 Smithfield St,Pittsburgh, PA 15222
Aladdin's Eatery,4.0,60,$$,Middle Eastern,40.487933,-79.8873629,929 Freeport Rd,Pittsburgh, PA 15240
Drew's Family Restaurant,4.0,72,$$,Diners,40.42045596235,-79.8513937632293,2060 Ardmore Blvd,Pittsburgh, PA 15221
Nak Won Garden,3.5,83,$$,Korean,40.4565667,-79.936316,5504 Centre Ave,Pittsburgh, PA 15232
Hambone's Neighborhood Bar and Grill,3.5,76,$,Pubs,40.470474,-79.960431,4207 Butler St,Pittsburgh, PA 15201
The Urban Tap,3.5,82,$$,Gastropubs,40.45835,-79.92533,216 S Highland Ave,Pittsburgh, PA 15206
5801 Video Lounge and Café,4.0,71,$$,Gay Bars,40.45642,-79.93077,5801 Ellsworth Ave,Pittsburgh, PA 15232
I Tea Cafe,3.5,72,$$,Taiwanese,40.45219,-79.93422,709 Bellefonte St,Pittsburgh, PA 15232
Nancy's East End Diner,4.0,40,$,Diners,40.442131,-79.8861923,616 South Ave,Pittsburgh, PA 15221
The Mediterranean Grill,4.0,53,$$,Mediterranean,40.4378,-79.92188,5824 Forbes Ave,Pittsburgh, PA 15217
McCormick & Schmick's Seafood & Steaks,3.0,117,$$$,Seafood,40.4412400187265,-79.9997471272945,301 5th Ave,Pittsburgh, PA 15222
Yuzu Kitchen,4.0,49,$$,Ramen,40.439707,-80.001261,409 Wood St,Pittsburgh, PA 15222
O'Leary's,4.0,46,$,Diners,40.42866,-79.98361,1412 E Carson St,Pittsburgh, PA 15289
Coriander India Grill,3.0,132,$$,Indian,40.432679488831,-79.9230366716692,2201 Murray Ave,Pittsburgh, PA 15217
Cafe Sam,4.0,70,$$,American (New),40.45623,-79.940244,5242 Baum Blvd,Pittsburgh, PA 15224
BFG Café,4.5,44,$,Pizza,40.4647568,-79.9375719,5335 Penn Ave,Pittsburgh, PA 15224
Tan Izakaya,3.5,81,$$,Sushi Bars,40.4505004882812,-79.9351501464844,815 S Aiken Ave,Pittsburgh, PA 15232
Ka Mei,3.5,76,$$,Cantonese,40.4325103759766,-79.9228363037109,2209 Murray Ave,Pittsburgh, PA 15217
Steel Cactus,2.5,239,$$,Mexican,40.451361907361,-79.933597549993,5505 Walnut St,Pittsburgh, PA 15232
Lydiah's Coffee House,4.5,25,$,African,40.4371691,-79.9981261,200 Grant St,Pittsburgh, PA 15219
Korea Garden,3.5,91,$$,Korean,40.4366111755371,-79.9547348022461,414 Semple St,Pittsburgh, PA 15213
California Coffee Bar,4.5,24,$,Coffee & Tea,40.48072,-80.04153,3619 California Ave,Pittsburgh, PA 15212
