Name,Rating,Review_Count,Price,Cuisine,Latitude,Longitude,Street,City,Zip
Pita Pit,4.0,46,$,Mediterranean,40.426647,-79.965902,2763 East Carson St,Pittsburgh, PA 15203
Redbeard's On Sixth,3.0,138,$$,American (Traditional),40.4423244,-80.0019849,144 6th St,Pittsburgh, PA 15222
Redbeard's Sports Bar & Grill,3.5,104,$$,American (New),40.4305935,-80.0072307,201 Shiloh St,Pittsburgh, PA 15211
Dive Bar and Grille,4.5,34,$$,Bars,40.4282689466744,-79.9750921376019,2132 East Carson St,Pittsburgh, PA 15203
Don's Diner,5.0,15,$,Diners,40.4716476,-80.037313,1729 Eckert St,Pittsburgh, PA 15212
Wild Rosemary,4.0,50,$$$,American (New),40.361915,-80.093232,1469 Bower Hill Rd,Pittsburgh, PA 15241
Hello Bistro,3.0,92,$,Salad,40.4400944709778,-80.0010473281145,292 Forbes Ave,Pittsburgh, PA 15222
Floor 2,4.0,35,$$,American (New),40.44153,-80.0018599,510 Market St,Pittsburgh, PA 15222
Pamelas Diner,3.5,89,$,Diners,40.38601,-80.04357,427 Washington Rd,Pittsburgh, PA 15228
Stoke's Grill,3.5,103,$$,Sandwiches,40.5207061767578,-80.0057754516602,4771 McKnight Rd,Pittsburgh, PA 15237
Amel's Restaurant,4.0,69,$$,Mediterranean,40.3830692,-80.0155838,435 McNeilly Rd,Pittsburgh, PA 15226
Chengdu Gourmet,3.5,93,$$,Chinese,40.4295421034818,-79.9223725553359,5840 Forward Ave,Pittsburgh, PA 15217
Stack'd Burgers & Beer - Oakland,3.5,74,$$,American (Traditional),40.44133,-79.95689,3716 Forbes Ave,Pittsburgh, PA 15213
Lucca,3.5,99,$$,Italian,40.44518,-79.94849,317 S Craig St,Pittsburgh, PA 15213
Cain's Saloon,3.0,143,$$,American (Traditional),40.38972,-80.0409,3239 W Liberty Ave,Pittsburgh, PA 15216
Hard Rock Cafe,3.0,122,$$,Bars,40.433814356751,-80.0049549713731,230 W Station Sq Dr,Pittsburgh, PA 15219
Stinky's Bar & Grill,4.0,43,$$,American (Traditional),40.47774,-79.95778,4901 Hatfield St,Pittsburgh, PA 15201
Cornerstone Restaurant & Bar,3.5,109,$$,American (New),40.4895782470703,-79.9032897949219,301 Freeport Rd,Pittsburgh, PA 15215
Remedy,3.5,57,$,American (New),40.479006,-79.955536,5121 Butler St,Pittsburgh, PA 15201
The Mintt,3.5,106,$$,Indian,40.40109,-80.04244,3033 Banksville Rd,Pittsburgh, PA 15216
Deli On North Avenue,4.5,23,$,Delis,40.4557,-80.00642,4 E North Ave,Pittsburgh, PA 15212
Leon's Caribbean Restaurant,4.5,28,$,Caribbean,40.4219627,-79.9928207,823 E Warrington Ave,Pittsburgh, PA 15210
Alexander's Italian Bistro,3.5,106,$$,Italian,40.45845,-79.94368,5104 Liberty Ave,Pittsburgh, PA 15224
Thai & Noodle Outlet,3.5,52,$$,Thai,40.43817,-79.92238,5813 Forbes Ave,Pittsburgh, PA 15217
Corner Mercantile,4.5,23,$,Desserts,40.44035,-80.00046,472 Wood St,Pittsburgh, PA 15222
Joe's Crab Shack,3.0,94,$$,Seafood,40.4338974,-80.0042753,226 W Station Square Dr,Pittsburgh, PA 15219
Allegheny Sandwich Shoppe,4.0,37,$,Breakfast & Brunch,40.4523081,-80.0150592,822 Western Ave,Pittsburgh, PA 15233
Zen's Noodle House,4.0,39,,Ramen,40.44066,-79.95869,3531 Forbes Ave,Pittsburgh, PA 15213
Szechuan Spice,4.0,42,$$,Chinese,40.45701,-79.93346,5700 Centre Ave,Pittsburgh, PA 15206
Umai,3.5,68,$$,Sushi Bars,40.38857,-80.0494499,297 Beverly Rd,Pittsburgh, PA 15216
Oya Sushi & Korean Grill,4.0,53,$$,Sushi Bars,40.36948,-80.03506,325 Mt Lebanon Blvd,Pittsburgh, PA 15234
Salonika Gyros,3.5,55,$,Mediterranean,40.44329,-80.00219,133 6th St,Pittsburgh, PA 15222
Creekhouse,3.5,88,$$,Bars,40.44025,-80.08094,288 W Steuben St,Pittsburgh, PA 15205
Terrace Room,3.5,70,$$$,Modern European,40.4405937194824,-79.9965896606445,530 William Penn Pl,Pittsburgh, PA 15219
Cavo Nightclub,4.0,54,$$,American (New),40.4515167,-79.9849613,1916 Smallman St,Pittsburgh, PA 15222
Chateau Café & Cakery,4.0,37,$,Cafes,40.4544720399333,-80.0324073579468,1501 Preble Ave,Fl 1,Pittsburgh, PA 15233
Cinderlands Beer,4.5,27,$$,Brewpubs,40.46652,-79.96484,3705 Butler St,Pittsburgh, PA 15201
Monte Cello's,4.0,46,$$,Pizza,40.5112380981445,-79.9930038452148,2198 Babcock Blvd,Pittsburgh, PA 15209
Sawasdee Thai & Sushi,4.0,48,$$,Thai,40.3518600673396,-80.0501363621796,112 Abbeyville Rd,Pittsburgh, PA 15228
McCormick & Schmick's Seafood & Steaks,2.5,125,$$,Seafood,40.4281377050329,-79.9664806489545,2667 Sidney St,Pittsburgh, PA 15203
Love Yogurt,4.0,42,$,Desserts,40.44053,-79.9565499,229 Atwood St,Pittsburgh, PA 15213
South Side BBQ Company,4.0,26,$$,Food Trucks,40.42937,-79.9818,75 S 17th St,Pittsburgh, PA 15203
Bartram House Bakery & Cafe,3.5,74,$$,Cafes,40.4273144155741,-79.9680065363646,2612 E Carson St,Pittsburgh, PA 15203
Mario's South Side Saloon,3.0,89,$$,Sports Bars,40.4287252,-79.9828528,1514 E Carson St,Pittsburgh, PA 15203
Yuva India Kitchen + Bar,3.0,110,$$,Indian,40.44477,-79.94888,412 S Craig St,Pittsburgh, PA 15213
Moonlite Cafe,4.5,28,$$,Italian,40.39546,-80.0229,530 Brookline Blvd,Pittsburgh, PA 15226
Red Tea House,4.0,55,$$,Chinese,40.3918384616979,-80.0670470873108,1717 Cochran Rd,Pittsburgh, PA 15220
Pizza Milano,3.5,78,$$,Pizza,40.43845,-79.98798,1304 5th Ave,Pittsburgh, PA 15219
Threadbare Cider House,4.5,24,$$,Pizza,40.4605889961782,-79.9889525540497,1291 Spring Garden Ave,Pittsburgh, PA 15212
Sesame Inn Chinese Restaurant,3.5,71,$$,Chinese,40.3796549064882,-80.0448643437995,715 Washington Rd,Pittsburgh, PA 15228
Prince of India,3.5,93,$$,Indian,40.4416275024414,-79.9585952758789,3614 5th Ave,Pittsburgh, PA 15213
Santoro's Pizzeria Italiana,4.5,46,$,Pizza,40.3658059,-80.0251276,3805 Willow Ave,Pittsburgh, PA 15234
Original Oyster House,3.0,127,$,Seafood,40.44096,-80.00201,20 Market Sq,Pittsburgh, PA 15222
Lebo Subs,4.0,46,$,Sandwiches,40.3819604,-80.0443604,632 Washington Rd,Pittsburgh, PA 15228
Sushi Too,3.0,116,$$,Sushi Bars,40.45077,-79.93416,5432 Walnut St,Pittsburgh, PA 15232
Food For Thought Deli,4.0,29,$,Delis,40.4495975375175,-79.9505527317524,194 N Craig St,Pittsburgh, PA 15213
Baby Loves Tacos,4.5,34,$$,Tacos,40.46272,-79.95166,4508 Liberty Ave,Pittsburgh, PA 15224
Bill's Bar & Burger,3.0,149,$$,Burgers,40.44427,-79.99456,Westin Convention Center,1001 Liberty Ave,Pittsburgh, PA 15222
Amazing Wok,4.0,46,$,Chinese,40.3947584,-80.0349029,2910 W Liberty Ave,Ste 1,Pittsburgh, PA 15216
Sree's Foods,4.0,52,$,Indian,40.44303,-79.99687,701 Smithfield St,Pittsburgh, PA 15222
Chipotle Mexican Grill,3.5,59,$,Mexican,40.4409762,-79.9579937,3615 Forbes Ave,Pittsburgh, PA 15213
Z-Best BBQ,4.0,30,$$,Barbeque,40.43888,-79.98755,1315 5th Ave,Pittsburgh, PA 15219
Blue Dust,4.0,146,$$,Gastropubs,40.40793,-79.91154,601 Amity St,Homestead, PA 15120
Café Cravings,4.0,32,$,Cafes,40.43181,-80.01558,402 Bigham St,Pittsburgh, PA 15211
Wings Over Pittsburgh,3.5,56,$$,Chicken Wings,40.4276575,-79.9690715,2525 E Carson St,Pittsburgh, PA 15203
E Town Bar and Grille,4.5,34,$,American (Traditional),40.495304,-79.94511,304 Butler St,Pittsburgh, PA 15223
The Dream BBQ,4.5,26,$$,Barbeque,40.453037664198,-79.8911726474762,7600 N Braddock Ave,Pittsburgh, PA 15208
Indian Spices,3.5,57,$$,Indian,40.443359375,-80.0021667480469,129 6th St,Pittsburgh, PA 15222
Mad Mex - South Hills,3.0,110,$$,Tex-Mex,40.390689428451,-80.0726191732941,Scott Towne Center,2101 Greentree Rd,Pittsburgh, PA 15220
Rivertowne,3.0,114,$$,American (New),40.44586,-80.01051,337 N Shore Dr,Pittsburgh, PA 15212
Grand View Buffet,3.0,85,$$,Buffets,40.447428,-80.022353,777 Casino Dr,Pittsburgh, PA 15212
Beta Bites,4.0,57,$,American (New),40.44003,-79.95325,338 S Bouquet St,Pittsburgh, PA 15213
Jimmy Wans,3.5,90,$$,Chinese,40.4889144897461,-79.8745422363281,1337 Old Freeport Rd,Pittsburgh, PA 15238
Napoli Pizzeria,4.0,54,$,Pizza,40.434399,-79.9229828,2006 Murray Ave,Pittsburgh, PA 15217
Joe & Pie,3.0,75,$,Pizza,40.4434978601315,-79.9959591244145,955 Liberty Ave,Pittsburgh, PA 15222
Talia Cucina & Rosticceria,3.5,53,$$$,Italian,40.441466,-79.996787,425 6th Ave,Pittsburgh, PA 15219
India on Wheels,4.0,43,$,Indian,40.4474089,-79.9537764,4422 Bigelow Blvd,Pittsburgh, PA 15213
Rowdy BBQ,4.0,61,$,Barbeque,40.370574,-79.982416,3900 Saw Mill Run Blvd,Pittsburgh, PA 15227
Pizza Italia,4.0,51,$$,Pizza,40.46266,-79.95154,4512 Liberty Ave,Pittsburgh, PA 15224
Jamison's On West Liberty,4.5,30,$,Pubs,40.3910446,-80.0391235,3113 W Liberty Ave,Pittsburgh, PA 15216
51 Wings and Things,4.0,44,$,Chicken Wings,40.3713729,-79.9820868,4022 Saw Mill Run Blvd,Pittsburgh, PA 15227
Lesvos Gyros,4.0,39,$,Greek,40.42868,-79.98321,1502 E Carson St,Pittsburgh, PA 15203
Lin's Asian Fusion,3.5,92,$$,Asian Fusion,40.4283,-79.97682,2018 E Carson St,Pittsburgh, PA 15203
Caffè d'Amore Coffeeshop,4.5,26,$,Coffee & Tea,40.48281,-79.95095,5400 Butler St,Pittsburgh, PA 15201
Brighton Hot Dog Shoppe,4.0,25,$,Hot Dogs,40.42687,-80.05717,2401 Noblestown Rd,Pittsburgh, PA 15205
Pusadee's Garden,4.0,298,$$,Thai,40.4827,-79.95195,5321 Butler St,Pittsburgh, PA 15201
Jimmy John's,4.0,34,$,Sandwiches,40.43941,-79.95969,3444 Forbes Ave,Pittsburgh, PA 15213
Twelve Whiskey Barbecue,3.5,65,$$,Barbeque,40.4286431,-79.9856482,1222 East Carson St,Pittsburgh, PA 15203
Orbis Caffe,3.5,44,$$,Coffee & Tea,40.3811007,-80.0443322,675 Washington Rd,Pittsburgh, PA 15228
Atria's Restaurant,3.0,95,$$,Seafood,40.4470921252328,-80.0040463809509,103 Federal St,Pittsburgh, PA 15212
Il Burloni La Pizza E Cucina,4.0,36,$$,Italian,40.39083,-80.07095,2101 Greentree Rd,Pittsburgh, PA 15220
The Simple Greek,3.5,60,$,Greek,40.4411266,-80.0025216,431 Market St,Pittsburgh, PA 15222
Rico's Restaurant,4.0,46,$$$,Italian,40.514962,-80.000658,1 Rico Ln,Pittsburgh, PA 15237
Bistro 19,4.0,147,$$,American (New),40.3801120066997,-80.0445151837606,711 Washington Rd,Mount Lebanon, PA 15228
Bull River Taco,3.5,49,$,Tacos,40.43773,-79.92266,1707 Murray Ave,Pittsburgh, PA 15217
Don Campiti's Pizzeria,4.0,51,$,Pizza,40.396623,-80.03579,1509 Potomac Ave,Pittsburgh, PA 15216
Perlé,3.5,45,$$,Champagne Bars,40.4410315290901,-80.0029445849816,25 Market Square,Pittsburgh, PA 15222
Wiggy's,4.0,44,$,Chicken Wings,40.42746,-80.05575,2350 Noblestown Rd,Pittsburgh, PA 15205
Claddagh Irish Pub,3.0,124,$$,Pubs,40.4279062791307,-79.9652548,407 Cinema Dr,Pittsburgh, PA 15203
Jimmy John's,3.5,35,$,Sandwiches,40.43993,-79.99704,501 Grant St,Pittsburgh, PA 15219
Jabo's Smoke House and Saloon,3.5,77,$$,Barbeque,40.46308,-79.95227,4428 Liberty Ave,Pittsburgh, PA 15224
Fazio's Pizza,3.5,51,$,Pizza,40.46511,-79.95679,4028 Penn Ave,Pittsburgh, PA 15224
Ichiban Hibachi Steakhouse,3.5,66,$$,Japanese,40.4871477931738,-79.8861059546471,983 Freeport Rd,Pittsburgh, PA 15238
Steel Cactus,3.0,123,$$,Mexican,40.42888,-79.97932,1831 E Carson St,Pittsburgh, PA 15203
Tipsy Cow,3.5,58,$$,Burgers,40.455763,-79.931512,5741 Ellsworth Ave,Pittsburgh, PA 15232
Bitter Ends Luncheonette,4.5,19,$,Diners,40.46257,-79.95034,4613 Liberty Ave,Pittsburgh, PA 15224
Noodles & Company,3.0,69,$,Noodles,40.440821,-80.001773,476 McMaster Way,Pittsburgh, PA 15222
Vincent's of Green Tree,3.5,80,$$,Pizza,40.4210420362253,-80.0501069553832,333 Mansfield Ave,Pittsburgh, PA 15220
Sakura Teppanyaki & Sushi,3.0,99,$$,Sushi Bars,40.4377670288086,-79.919677734375,5882 Forbes Ave,Pittsburgh, PA 15217
China Palace,3.0,103,$$,Chinese,40.450866,-79.933919,5440 Walnut St,Pittsburgh, PA 15232
Smallman Street Deli,4.0,35,$,Delis,40.45805,-79.97517,2840 Smallman St,Pittsburgh, PA 15222
Merante's Gifts,4.5,14,$$,Gift Shops,40.4619,-79.9490299,4723 Liberty Ave,Pittsburgh, PA 15224
Orient Kitchen,3.0,63,$$,Chinese,40.45417,-79.947,4808 Baum Blvd,Pittsburgh, PA 15213
Draai Laag Brewing Company,4.0,63,$$,Breweries,40.47877,-79.96818,501 E Ohio St,Millvale, PA 15209
Orient Express,3.0,86,$,Chinese,40.44465,-79.94818,4609 Forbes Ave,Pittsburgh, PA 15213
Five Guys,3.5,66,$,Burgers,40.442277,-79.956657,117 S Bouquet St,Pittsburgh, PA 15213
Giovanni's Pizza & Pasta,3.5,68,$$,Pizza,40.3921276,-80.0377055,3047 W Liberty Ave,Pittsburgh, PA 15216
Slice On Broadway,4.0,31,$,Salad,40.447106899224,-80.0041389720016,115 Federal St,Pittsburgh, PA 15212
Le Lyonnais,3.5,49,$$,French,40.44438,-79.99648,947 Penn Ave,Pittsburgh, PA 15222
Two Louie's Market,4.5,22,$,Sandwiches,40.44642,-79.99176,1233 Penn Ave,Pittsburgh, PA 15222
Mad Noodles,3.0,56,$$,Bubble Tea,40.4288,-79.97688,2017 E Carson St,Pittsburgh, PA 15203
Artisan,4.5,21,$$$,Art Galleries,40.4653383,-79.9438735,5001 Penn Ave,Pittsburgh, PA 15224
Archie's,3.5,48,$,Chicken Wings,40.42798,-79.97174,2328 E Carson St,Pittsburgh, PA 15203
Cappy's Cafe,3.5,63,$,Bars,40.45108,-79.93437,5431 Walnut St,Pittsburgh, PA 15232
Park Pizza & Cream,4.0,29,$,Pizza,40.4395294943107,-79.8974228916703,7600 Forbes Ave,Pittsburgh, PA 15221
Pino's Contemporary Italian Restaurant & Wine Bar,3.0,86,$$,Italian,40.45025,-79.91449,6738 Reynolds St,Pittsburgh, PA 15206
Christos Mediterranean Grille,3.0,94,$$,Mediterranean,40.4432466658259,-80.0022544158648,130 6th St,Pittsburgh, PA 15222
Mekong Restaurant,3.5,60,$$,Vietnamese,40.3958174,-80.0350524,1429 Potomac Ave,Pittsburgh, PA 15216
Chipotle Mexican Grill,3.5,51,$,Mexican,40.4405558779084,-80.0019637537279,211 Forbes Ave,Pittsburgh, PA 15222
California Pizza Kitchen at Ross Park,3.5,60,$$,Pizza,40.542813,-80.008753,1000 Ross Park Mall Dr,Ross Park Mall,Pittsburgh, PA 15237
Osteria 2350,3.5,64,$$,Italian,40.4545236188797,-79.9825752939179,2350 Railroad St,Pittsburgh, PA 15222
Arpino Trattoria,3.5,47,$$,Italian,40.394199,-80.062986,1910 Cochran Rd,Manor Oak Village,Pittsburgh, PA 15220
China House,4.0,33,$,Chinese,40.46275,-79.95172,4506 Liberty Ave,Pittsburgh, PA 15224
Wang's Kitchen,4.0,37,$,Chinese,40.37317,-79.97514,3625 Brownsville Rd,Pittsburgh, PA 15227
Carbonara's Restaurant,3.5,50,$$,Pizza,40.36797,-80.03697,250 Mount Lebanon Blvd,Pittsburgh, PA 15234
The Groove Cheesesteak Co,3.0,75,$,Cheesesteaks,40.4283180236816,-79.9775085449219,2000 E Carson St,Pittsburgh, PA 15203
The Alcove,4.5,22,$,Sandwiches,40.4266685096849,-80.0406498659631,875 Greentree Rd,Bldg 4 Ste 106,Pittsburgh, PA 15220
Tai Pei,3.5,68,$$,Chinese,40.487652925642,-79.880616356427,1124 Freeport Rd,Pittsburgh, PA 15238
Crust! Cafe and Pizzeria,4.0,39,$$,Pizza,40.361997,-80.065016,509 Painters Run Rd,Pittsburgh, PA 15228
Tong's Cuisine,3.5,37,$,Chinese,40.4394645690918,-79.9582214355469,228 Semple St,Pittsburgh, PA 15213
Rialto Pizza,3.5,43,$,Pizza,40.4264678955078,-79.9388046264648,623 Greenfield Ave,Pittsburgh, PA 15207
Mullaneys Harp and Fiddle,3.5,43,$$,Irish,40.45347,-79.981,2329 Penn Ave,Pittsburgh, PA 15222
Cocina Mendoza,3.5,72,$$,Mexican,40.368716,-80.034629,300 Mt Lebanon Blvd,Pittsburgh, PA 15234
Bakn,4.0,290,$$,Coffee & Tea,40.4095966199252,-80.0834494829178,335 E Main St,Carnegie, PA 15106
Veltre's Pizza,4.5,26,$$,Pizza,40.42245,-79.865,1268 Brinton Rd,Pittsburgh, PA 15221
Craftwork Kitchen,4.0,23,$,Food Court,40.441355,-79.994853,600 Grant St,USX Tower,Pittsburgh, PA 15219
Eat'n Park,3.0,77,$,Breakfast & Brunch,40.43643,-79.92314,1816 Murray Ave,Pittsburgh, PA 15217
Lindos Restaurant,3.5,44,$,Greek,40.45141,-80.0183,947 Western Ave,Pittsburgh, PA 15233
Crystal On Penn,3.5,53,$$,Mediterranean,40.44612,-79.99225,1211 Penn Ave,Pittsburgh, PA 15222
Thai Touch Kitchen,4.0,40,$$,Thai,40.38123,-80.04404,665 Washington Rd,Pittsburgh, PA 15228
J & J's Family Restaurant & Catering,4.0,38,$,Breakfast & Brunch,40.4293582085987,-80.0074303150177,300 Shiloh St,Mt. Washington,Pittsburgh, PA 15211
Mexi-Casa,3.0,72,$$,Mexican,40.39289,-80.03681,3001 W Liberty Ave,Pittsburgh, PA 15216
Frankie's Extra Long,4.5,19,$,Sandwiches,40.46497,-79.96583,3535 Butler St,Pittsburgh, PA 15201
Mike & Tony's Gyros,4.0,36,$,Greek,40.443431854248,-79.9970779418945,927 Liberty Ave,Pittsburgh, PA 15222
Benihana,3.0,69,$$$,Japanese,40.39264,-80.0702699,2100 Greentree Rd,Pittsburgh, PA 15220
El Campesino,3.0,84,$$,Mexican,40.520705,-80.005774,4771 McKnight Rd,Pittsburgh, PA 15237
Alfred's Deli & Market,5.0,13,$,Delis,40.4566938,-79.9683627,3041 Brereton St,Pittsburgh, PA 15219
Spinach Urban Bistro,4.0,25,$$,Vegan,40.451138,-79.934616,735 Copeland St,Pittsburgh, PA 15232
Asiatique Thai Bistro,3.5,61,$$,Thai,40.4565508490606,-79.914870405773,6525 Penn Ave,Pittsburgh, PA 15206
Molly's Pizza,3.5,40,$,Pizza,40.39698,-80.03587,1525 Potomac Ave,Pittsburgh, PA 15216
Chipotle Mexican Grill,3.5,45,$,Mexican,40.45425,-79.94741,4800 Baum Blvd,Pittsburgh, PA 15213
Siam Thai Restaurant,3.5,33,$$,Thai,40.4371292,-80.0005157,410 1st Ave,Pittsburgh, PA 15219
The Big Idea Bookstore and Cafe,4.5,18,$,Bookstores,40.4601392,-79.9467527,4812 Liberty Ave,Pittsburgh, PA 15224
Big Shot Bob's House of Wings - South Side,4.0,19,$$,Chicken Wings,40.42862,-79.98428,1324 E Carson St,Pittsburgh, PA 15203
Silky's Sports Bar & Grill,3.5,49,$$,Sports Bars,40.43709,-79.922803,1731 Murray Ave,Pittsburgh, PA 15217
Ease Modern Comfort Cuisine,3.5,62,$$,American (New),40.4326,-79.89424,1100 S Braddock Ave,Pittsburgh, PA 15218
Mitchell's Fish Market,3.5,65,$$$,Seafood,40.357194,-80.051294,1500 Washington Rd,Pittsburgh, PA 15228
Acorn Pittsburgh,4.0,30,$$$,American (New),40.45129,-79.93259,5528 Walnut St,Pittsburgh, PA 15232
T-Swirl Crepe,4.5,19,$$,Creperies,40.4375156,-79.9231371,1714 Murray Ave,Pittsburgh, PA 15217
The Coop Chicken and Waffles,4.5,14,$,Food Trucks,40.4425888061523,-79.9995422363281,Pittsburgh, PA 15222
Fredos Deli,4.0,25,$,Delis,40.3962,-80.03544,1451 Potomac Ave,Pittsburgh, PA 15216
Village Tavern and Trattoria,3.5,39,$$,Italian,40.441158001788,-80.0337334702607,424 S Main St,Pittsburgh, PA 15220
Cherries Diner,3.0,58,$,Diners,40.44101,-80.00316,119 Forbes Ave,Pittsburgh, PA 15222
Dorothy 6 Blast Furnace Cafe,4.0,129,$$,Lounges,40.40727,-79.90981,224 E 8th Ave,Homestead, PA 15120
Osaka,4.0,50,$$,Sushi Bars,40.3904719245925,-80.0712340054321,2101 Green Tree Rd,Pittsburgh, PA 15220
The Scoop,4.0,25,$,Ice Cream & Frozen Yogurt,40.3687877,-79.9105045,5384 Mifflin Rd,Pittsburgh, PA 15207
Donatelli's Italian Food Center,3.5,28,$,Grocery,40.46215,-79.94934,4711 Liberty Ave,Pittsburgh, PA 15224
Marketplace Cafe,4.0,22,$$,Diners,40.544484,-80.008365,Nordstrom,1000 Ross Park Mall Dr,Pittsburgh, PA 15237
Krista's Cantina,4.5,16,$,Bars,40.46704,-80.03437,2650 California Ave,Pittsburgh, PA 15212
McKnight Kitchen,4.0,52,$$,Sushi Bars,40.5294531222897,-80.0084148131627,4860 McKnight Rd,Pittsburgh, PA 15237
India Palace Cuisine,3.5,41,$$,Indian,40.4430603339652,-80.0022347104508,137 6th St,Pittsburgh, PA 15222
Frisch's,4.0,32,$,Chicken Wings,40.3579254,-80.0010376,5301 Grove Rd,Ste E 530,Pittsburgh, PA 15236
DeBlasio's Restaurant,3.5,35,$$,Italian,40.3924827575684,-80.0658264160156,1717 Cochran Rd,Pittsburgh, PA 15220
The Café Carnegie,3.5,34,$$,American (New),40.44341,-79.94884,4400 Forbes Ave,Pittsburgh, PA 15213
Royal Myanmar,4.5,89,$$,Burmese,40.5186,-80.03095,644 Center Ave,West View, PA 15229
Great Harvest Bread Co,4.0,28,$,Bakeries,40.459176349642,-79.9182679558258,6401 Penn Ave,Pittsburgh, PA 15206
Pizza Palermo,3.0,57,$,Pizza,40.45621,-79.93657,5440 Centre Ave,Ste 3,Pittsburgh, PA 15232
The Saloon of Mt Lebanon,3.0,55,$,Sports Bars,40.38214,-80.04431,622 Washington Rd,Pittsburgh, PA 15228
Grant Bar,3.5,33,$$,American (Traditional),40.4783199,-79.9697,114 Grant Ave,Pittsburgh, PA 15209
Sunny Jim's Tavern,3.5,59,$$,American (Traditional),40.517739,-80.094469,255 Camp Horne Rd,Pittsburgh, PA 15202
Mineo's Pizza House,3.5,49,$,Pizza,40.37994,-80.0447,713 Washington Rd,Pittsburgh, PA 15228
Huszar,4.0,27,$$,Bars,40.4567312,-79.9988965,627 E North Ave,Pittsburgh, PA 15212
BRGR,3.0,104,$$,Burgers,40.3577156066895,-80.051872253418,1500 Washington Rd,The Galleria,Pittsburgh, PA 15228
The Map Room Grill & Bar,3.5,34,$$,Gastropubs,40.432199055493,-79.893721191281,1126 S Braddock Ave,Pittsburgh, PA 15218
New Dumpling And Sushi House,3.0,67,$$,Chinese,40.4326099,-79.92337,2138 Murray Ave,Pittsburgh, PA 15217
Food Shoppe,4.5,12,$,Grocery,40.44156,-79.92054,5878 Northumberland St,Pittsburgh, PA 15217
Speakeasy,3.5,74,$$,American (New),40.440594,-79.99659,530 William Penn Pl,Downtown, PA 15219
Andrew's Steak and Seafood,3.5,51,$$$,Steakhouses,40.446786,-80.022094,777 Casino Dr,Pittsburgh, PA 15212
Bagel Factory,2.5,92,$,Bagels,40.4382514953613,-79.9199066162109,5885 Forbes Ave,Pittsburgh, PA 15217
Luke and Mike's Frontporch,3.5,37,$$,American (New),40.4902106,-79.9035091,235 Commercial Ave,Pittsburgh, PA 15215
The Original Gyro,4.0,31,$,Greek,40.3651287406683,-80.0181799381971,3611 Library Rd,Pittsburgh, PA 15234
Choolaah Indian BBQ,4.0,49,$$,Indian,40.4603835,-79.9229767,6144 Centre Ave,Pittsburgh, PA 15206
Duck Donuts,4.0,37,$,Coffee & Tea,40.43851,-79.99734,100 Siena Dr,Pittsburgh, PA 15241
Nellie's Sandwiches & Deli,4.0,29,$,Sandwiches,40.44098,-79.95903,3524 5th Ave,Pittsburgh, PA 15213
Pizza Care,3.5,41,$,Pizza,40.438725,-79.984349,1525 5th Ave,Pittsburgh, PA 15219
Excuses Bar & Grill,4.0,28,$,Bars,40.4272575378418,-79.96875,2526 E Carson St,Pittsburgh, PA 15203
Kretzler's Tavern,3.0,45,$,American (Traditional),40.5127296447754,-79.9973602294922,2240 Babcock Blvd,Pittsburgh, PA 15237
Big Shot Bob's House of Wings - Beechview,4.0,25,$,Chicken Wings,40.40537,-80.03011,2102 Broadway Ave,Pittsburgh, PA 15216
Mitchell's Restaurant Bar & Banquet Center,3.5,32,$$,American (Traditional),40.437105,-79.9964954,304 Ross St,Pittsburgh, PA 15219
Cafe On Main,4.0,76,$$,Breakfast & Brunch,40.49484,-79.93303,914 Main St,Sharpsburg, PA 15215
Mandy's Pizza,3.5,56,$$,Pizza,40.52206,-80.0339599,512 Perry Hwy,Pittsburgh, PA 15229
Fireside Caribbean Restaurant,4.0,25,$$,Caribbean,40.4426,-79.88222,796 Penn Ave,Pittsburgh, PA 15221
Pittsburgh Sandwich Society,4.5,12,$$,Food Trucks,40.43698,-80.06476,Pittsburgh, PA 15205
Boston Market,4.0,18,$$,American (Traditional),40.45559,-79.94156,5200 Baum Blvd,Pittsburgh, PA 15224
Mendoza Express,3.5,44,$,Mexican,40.416942,-80.066061,812 Noblestown Rd,Pittsburgh, PA 15205
Pleasure Bar and Restaurant,3.0,77,$$,Italian,40.46172,-79.94869,4729 Liberty Ave,Pittsburgh, PA 15224
Mezza 663 Grill,4.0,25,,Mediterranean,40.381252,-80.043926,663 Washington Rd,Pittsburgh, PA 15228
Badamo's Pizza,4.5,17,,Pizza,40.4558035303933,-80.0065898300499,1106 Federal St,Pittsburgh, PA 15212
Zen Asian Diner,3.0,77,$$,Chinese,40.47836,-79.95544,5100 Butler St,Pittsburgh, PA 15201
Sieb's Pub,4.0,37,$$,Irish,40.53695,-80.02121,3382 Babcock Blvd,Pittsburgh, PA 15237
Lexus Club at PNC Park,4.5,19,$$$$,Lounges,40.4476,-80.00503,115 Federal St,Pittsburgh, PA 15212
DeMore's Pizzeria,4.0,20,$$,Pizza,40.49492,-79.9757,1256 Evergreen Ave,Pittsburgh, PA 15209
Claudio's Pizzeria & Ristorante,4.5,22,$$,Italian,40.363,-80.08551,1883 Painter's Run Rd,Pittsburgh, PA 15241
Trolley Barn Eatery,4.0,23,$,Diners,40.36842,-80.01301,3360 Library Rd,Ste 4,Pittsburgh, PA 15234
Gandy Dancer Saloon,3.5,35,$$,Bars,40.433197,-80.0037035,100 W Station Sq Dr,Pittsburgh, PA 15219
